,page_id,name,urlslug,ID,ALIGN,EYE,HAIR,SEX,GSM,ALIVE,APPEARANCES,FIRST APPEARANCE,Year
9961,697761,Tischenko (Earth-616),\/Tischenko_(Earth-616),Public Identity,Bad Characters,Brown Eyes,White Hair,Male Characters,,Living Characters,2.0,Jun-02,2002.0
9963,474805,Waldo Dini (Earth-616),\/Waldo_Dini_(Earth-616),No Dual Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,2.0,Mar-02,2002.0
9965,16677,Zona Cluster-6 (Earth-616),\/Zona_Cluster-6_(Earth-616),Secret Identity,Bad Characters,White Eyes,No Hair,Male Characters,,Living Characters,2.0,Sep-02,2002.0
9968,499392,Billy Taylor (Earth-616),\/Billy_Taylor_(Earth-616),No Dual Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,,Deceased Characters,2.0,Mar-03,2003.0
9970,67684,Christian Wagner (Earth-616),\/Christian_Wagner_(Earth-616),No Dual Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,2.0,Oct-03,2003.0
9971,463094,Christopher Alleyne (Earth-616),\/Christopher_Alleyne_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,2.0,Oct-03,2003.0
9972,484485,Dallas Huxley (Earth-616),\/Dallas_Huxley_(Earth-616),Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,2.0,Jan-03,2003.0
9977,463095,Dorothy Alleyne (Earth-616),\/Dorothy_Alleyne_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Female Characters,,Living Characters,2.0,Oct-03,2003.0
9979,118941,G\u00fcnter Gross (Earth-616),\/G%C3%BCnter_Gross_(Earth-616),Secret Identity,Bad Characters,Red Eyes,Bald,Male Characters,,Deceased Characters,2.0,Oct-03,2003.0
9982,498693,Jack Freestone (Earth-616),\/Jack_Freestone_(Earth-616),Public Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,2.0,Dec-03,2003.0
9983,484637,Jack Harvey (Earth-616),\/Jack_Harvey_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Bald,Male Characters,,Deceased Characters,2.0,Feb-03,2003.0
9984,484487,Jefferson Jamison (Earth-616),\/Jefferson_Jamison_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Bald,Male Characters,,Deceased Characters,2.0,Feb-03,2003.0
9988,510367,Lazarus (Domino brother) (Earth-616),\/Lazarus_(Domino_brother)_(Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Black Hair,Male Characters,,Deceased Characters,2.0,Jul-03,2003.0
9990,463059,Miranda Mantega (Earth-616),\/Miranda_Mantega_(Earth-616),Public Identity,Good Characters,Brown Eyes,Brown Hair,Female Characters,,Deceased Characters,2.0,Jul-03,2003.0
9991,484481,Mr. Canfield (Earth-616),\/Mr._Canfield_(Earth-616),Public Identity,Good Characters,Brown Eyes,Grey Hair,Male Characters,,Deceased Characters,2.0,Jan-03,2003.0
9992,484480,Mrs. Canfield (Earth-616),\/Mrs._Canfield_(Earth-616),Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Deceased Characters,2.0,Jan-03,2003.0
9993,558174,Nallo (Earth-616),\/Nallo_(Earth-616),Public Identity,Neutral Characters,Red Eyes,No Hair,Male Characters,,Living Characters,2.0,Jul-03,2003.0
9995,737212,Oscar (Earth-616),\/Oscar_(Earth-616),No Dual Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,2.0,Jul-03,2003.0
9996,26397,Peppermint Candey (Earth-616),\/Peppermint_Candey_(Earth-616),Public Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Deceased Characters,2.0,Dec-03,2003.0
9997,13225,Preston Allen (Earth-616),\/Preston_Allen_(Earth-616),Secret Identity,Bad Characters,White Eyes,Blue Hair,Male Characters,,Deceased Characters,2.0,Oct-03,2003.0
9998,499395,Wendy Taylor (Earth-616),\/Wendy_Taylor_(Earth-616),Public Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,2.0,Mar-03,2003.0
9999,16634,Zach Halliwell (Earth-616),\/Zach_Halliwell_(Earth-616),Secret Identity,Good Characters,Red Eyes,Brown Hair,Male Characters,,Living Characters,2.0,Mar-03,2003.0
10006,687245,Dana Hutton (Earth-616),\/Dana_Hutton_(Earth-616),Public Identity,Neutral Characters,Black Eyes,Blond Hair,Female Characters,,Deceased Characters,2.0,Sep-04,2004.0
10012,86053,Jack White (Earth-616),\/Jack_White_(Earth-616),Public Identity,Good Characters,Blue Eyes,White Hair,Male Characters,,Living Characters,2.0,Feb-04,2004.0
10018,467842,Mr. Borkowski (Earth-616),\/Mr._Borkowski_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,2.0,Jan-04,2004.0
10019,467843,Mrs. Borkowski (Earth-616),\/Mrs._Borkowski_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,2.0,Jan-04,2004.0
10022,454678,Owen (Earth-616),\/Owen_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,2.0,Oct-04,2004.0
10026,16867,Posterboy (Earth-616),\/Posterboy_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Blond Hair,Male Characters,,Living Characters,2.0,Feb-04,2004.0
10032,687383,Sam Klein (Earth-616),\/Sam_Klein_(Earth-616),Public Identity,Neutral Characters,Blue Eyes,Brown Hair,Male Characters,,Living Characters,2.0,Jul-04,2004.0
10039,555288,Tanya (Earth-616),\/Tanya_(Earth-616),Secret Identity,Good Characters,White Eyes,Black Hair,Female Characters,,Living Characters,2.0,Sep-04,2004.0
10040,687400,Tony (Washington Heights) (Earth-616),\/Tony_(Washington_Heights)_(Earth-616),Public Identity,Neutral Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,2.0,Oct-04,2004.0
10041,555291,Viktor (Earth-616),\/Viktor_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,,Deceased Characters,2.0,Aug-04,2004.0
10044,557492,Betty Sumitro (Earth-616),\/Betty_Sumitro_(Earth-616),No Dual Identity,Bad Characters,Green Eyes,Blond Hair,Female Characters,,Living Characters,2.0,Jun-05,2005.0
10046,471822,Boy (Earth-616),\/Boy_(Earth-616),Public Identity,Bad Characters,Red Eyes,Brown Hair,Male Characters,,Living Characters,2.0,May-05,2005.0
10050,667031,Cuddle-Face (Earth-616),\/Cuddle-Face_(Earth-616),Secret Identity,Bad Characters,Yellow Eyes,Brown Hair,,,Living Characters,2.0,Dec-05,2005.0
10055,119810,Eugene Walker (Earth-616),\/Eugene_Walker_(Earth-616),Secret Identity,Good Characters,Black Eyes,Black Hair,Male Characters,,Living Characters,2.0,Jul-05,2005.0
10059,557490,Inger Rinefeld (Earth-616),\/Inger_Rinefeld_(Earth-616),Public Identity,Good Characters,Brown Eyes,Brown Hair,Female Characters,,Living Characters,2.0,Oct-05,2005.0
10062,491162,Kimberly Vesco (Earth-616),\/Kimberly_Vesco_(Earth-616),Public Identity,Good Characters,Brown Eyes,Brown Hair,Female Characters,,Living Characters,2.0,May-05,2005.0
10065,557582,Meg Langtry (Earth-616),\/Meg_Langtry_(Earth-616),Public Identity,Good Characters,Brown Eyes,Brown Hair,Female Characters,,Living Characters,2.0,Dec-05,2005.0
10075,641312,Stone (Assassins Guild) (Earth-616),\/Stone_(Assassins_Guild)_(Earth-616),No Dual Identity,Bad Characters,Black Eyes,No Hair,Male Characters,,Deceased Characters,2.0,Jan-05,2005.0
10076,557589,Suicide King (Earth-616),\/Suicide_King_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,2.0,Dec-05,2005.0
10078,95219,Taniqa Umbaja (Earth-616),\/Taniqa_Umbaja_(Earth-616),Public Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,2.0,Jun-05,2005.0
10079,242093,Walker Hobbes (Earth-616),\/Walker_Hobbes_(Earth-616),Public Identity,Neutral Characters,Red Eyes,Black Hair,Male Characters,,Living Characters,2.0,Mar-05,2005.0
10084,32268,Adam Austin (Earth-616),\/Adam_Austin_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,2.0,Aug-06,2006.0
10087,29668,Amina Synge (Earth-616),\/Amina_Synge_(Earth-616),Secret Identity,Neutral Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,2.0,Aug-06,2006.0
10088,117362,Antonio (Earth-616),\/Antonio_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,,Deceased Characters,2.0,Mar-06,2006.0
10096,323948,David Munroe II (Earth-616),\/David_Munroe_II_(Earth-616),Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,2.0,Jul-06,2006.0
10100,244319,Extermina (Earth-616),\/Extermina_(Earth-616),Secret Identity,Bad Characters,Green Eyes,No Hair,Female Characters,,Deceased Characters,2.0,Oct-06,2006.0
10104,655022,Ginny Baker (Earth-616),\/Ginny_Baker_(Earth-616),Public Identity,Bad Characters,Green Eyes,Brown Hair,Female Characters,,Living Characters,2.0,Feb-06,2006.0
10107,20277,Hubie Edge (Earth-616),\/Hubie_Edge_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Deceased Characters,2.0,Jan-06,2006.0
10108,35341,Jack Croft (Earth-616),\/Jack_Croft_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Red Hair,Male Characters,,Deceased Characters,2.0,Mar-06,2006.0
10109,446696,James Madrox (S.H.I.E.L.D. Agent) (Earth-616),\/James_Madrox_(S.H.I.E.L.D._Agent)_(Earth-616),Secret Identity,Good Characters,Green Eyes,Brown Hair,Male Characters,,Living Characters,2.0,Aug-06,2006.0
10110,20273,John Mairs (Earth-616),\/John_Mairs_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,2.0,Jan-06,2006.0
10117,83871,Latonya Jefferson (Earth-616),\/Latonya_Jefferson_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,,Deceased Characters,2.0,Jan-06,2006.0
10119,509835,Mung (Earth-616),\/Mung_(Earth-616),Public Identity,Bad Characters,Yellow Eyes,No Hair,Male Characters,,Living Characters,2.0,Apr-06,2006.0
10120,29667,Ned Horrocks (Earth-616),\/Ned_Horrocks_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,,Deceased Characters,2.0,Aug-06,2006.0
10122,474822,Rachel Santiago (Earth-616),\/Rachel_Santiago_(Earth-616),Public Identity,Neutral Characters,Brown Eyes,Black Hair,Female Characters,,Deceased Characters,2.0,Feb-06,2006.0
10125,30927,Sarnogg (Earth-616),\/Sarnogg_(Earth-616),Public Identity,Neutral Characters,Green Eyes,No Hair,Male Characters,,Deceased Characters,2.0,Jun-06,2006.0
10127,264444,Setanta (Earth-616),\/Setanta_(Earth-616),Public Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,2.0,Jan-06,2006.0
10128,323935,Shetani (Earth-616),\/Shetani_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Bald,Male Characters,,Living Characters,2.0,Sep-06,2006.0
10129,19677,Susan Svenson (Earth-616),\/Susan_Svenson_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Deceased Characters,2.0,Jan-06,2006.0
10131,20271,Tim Hacker (Earth-616),\/Tim_Hacker_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Deceased Characters,2.0,Jan-06,2006.0
10133,20753,Violet Sanchez (Earth-616),\/Violet_Sanchez_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Deceased Characters,2.0,Mar-06,2006.0
10136,288867,Banara (Earth-616),\/Banara_(Earth-616),No Dual Identity,Good Characters,Blue Eyes,Grey Hair,Male Characters,,Living Characters,2.0,Aug-07,2007.0
10146,666129,Creeper (Earth-616),\/Creeper_(Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Blond Hair,Male Characters,,Deceased Characters,2.0,Jun-07,2007.0
10149,338537,Daniel Maddox (Earth-616),\/Daniel_Maddox_(Earth-616),Public Identity,Neutral Characters,Green Eyes,Brown Hair,Male Characters,,Living Characters,2.0,Apr-07,2007.0
10152,191507,Eugene Patilio (Skrull) (Earth-616),\/Eugene_Patilio_(Skrull)_(Earth-616),Secret Identity,Bad Characters,Green Eyes,No Hair,Male Characters,,Deceased Characters,2.0,Dec-07,2007.0
10157,52927,Herman Zemo (Earth-616),\/Herman_Zemo_(Earth-616),Public Identity,Bad Characters,Blue Eyes,Brown Hair,Male Characters,,Deceased Characters,2.0,Jun-07,2007.0
10160,84959,Lars Hanson (Earth-616),\/Lars_Hanson_(Earth-616),Secret Identity,Bad Characters,White Eyes,Black Hair,Male Characters,,Living Characters,2.0,Nov-07,2007.0
10162,480840,Lord Byson (Earth-616),\/Lord_Byson_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,2.0,Sep-07,2007.0
10164,666127,Megan Hoyden (Earth-616),\/Megan_Hoyden_(Earth-616),Secret Identity,Neutral Characters,Grey Eyes,Black Hair,Female Characters,,Deceased Characters,2.0,Jun-07,2007.0
10165,631749,Miss Diaz (Earth-616),\/Miss_Diaz_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Female Characters,,Living Characters,2.0,Feb-07,2007.0
10170,480841,Snow Queen (New Men) (Earth-616),\/Snow_Queen_(New_Men)_(Earth-616),Secret Identity,Good Characters,Yellow Eyes,No Hair,Female Characters,,Living Characters,2.0,Sep-07,2007.0
10173,43130,Wu Ao-Shi (Earth-616),\/Wu_Ao-Shi_(Earth-616),Secret Identity,Good Characters,Black Eyes,Black Hair,Female Characters,,Living Characters,2.0,Feb-07,2007.0
10176,123381,Arthur Moore (Earth-616),\/Arthur_Moore_(Earth-616),Public Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,2.0,Jun-08,2008.0
10180,289347,Benjamin Rabin (Earth-616),\/Benjamin_Rabin_(Earth-616),No Dual Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,2.0,Jun-08,2008.0
10181,168039,Blacksmith (Earth-616),\/Blacksmith_(Earth-616),Secret Identity,Bad Characters,Green Eyes,No Hair,Male Characters,,Deceased Characters,2.0,Oct-08,2008.0
10186,666117,Ellsworth Johnson (Skrull) (Earth-616),\/Ellsworth_Johnson_(Skrull)_(Earth-616),Public Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,2.0,Jan-08,2008.0
10189,298234,Galactus (Skrull) (Earth-616),\/Galactus_(Skrull)_(Earth-616),Secret Identity,Bad Characters,Green Eyes,No Hair,Male Characters,,Living Characters,2.0,Dec-08,2008.0
10193,316459,Koaam (Earth-616),\/Koaam_(Earth-616),Public Identity,Good Characters,Yellow Eyes,Bald,Male Characters,,Deceased Characters,2.0,Aug-08,2008.0
10194,666121,Malcolm Little (Skrull) (Earth-616),\/Malcolm_Little_(Skrull)_(Earth-616),Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,2.0,Jan-08,2008.0
10195,666116,"Martin Luther King, Jr. (Skrull) (Earth-616)","\/Martin_Luther_King,_Jr._(Skrull)_(Earth-616)",Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,2.0,Jan-08,2008.0
10206,592499,Prosimia (Earth-616),\/Prosimia_(Earth-616),Secret Identity,Good Characters,Yellow Eyes,Grey Hair,Male Characters,,Deceased Characters,2.0,Jul-08,2008.0
10213,127690,Star Sign (Earth-616),\/Star_Sign_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,2.0,Aug-08,2008.0
10214,184809,Stephen Colbert (Earth-616),\/Stephen_Colbert_(Earth-616),Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,2.0,Dec-08,2008.0
10218,292237,Bo Obama (Earth-616),\/Bo_Obama_(Earth-616),Public Identity,Good Characters,Black Eyes,Black Hair,Male Characters,,Living Characters,2.0,Sep-09,2009.0
10219,738626,Burning Moon (Earth-616),\/Burning_Moon_(Earth-616),Secret Identity,Bad Characters,Yellow Eyes,Red Hair,Male Characters,,Living Characters,2.0,Nov-09,2009.0
10221,593979,Chameleon (Artificial Mutant) (Earth-616),\/Chameleon_(Artificial_Mutant)_(Earth-616),Secret Identity,Neutral Characters,Green Eyes,Bald,Male Characters,,Deceased Characters,2.0,Mar-09,2009.0
10222,408302,Colonel Zeke (Earth-616),\/Colonel_Zeke_(Earth-616),Public Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,2.0,Jan-09,2009.0
10224,682477,Druek Lovosno (Earth-616),\/Druek_Lovosno_(Earth-616),Public Identity,Bad Characters,Grey Eyes,Brown Hair,Male Characters,,Deceased Characters,2.0,Jan-09,2009.0
10225,706004,Eugene Toussaint (Earth-616),\/Eugene_Toussaint_(Earth-616),Public Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,,Deceased Characters,2.0,Dec-09,2009.0
10228,486361,Gertrude Jacks (Earth-616),\/Gertrude_Jacks_(Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Brown Hair,Female Characters,,Living Characters,2.0,Oct-09,2009.0
10240,266020,Kingmaker (Earth-616),\/Kingmaker_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Bald,Male Characters,,Deceased Characters,2.0,Sep-09,2009.0
10242,315882,Mike Nero (Earth-616),\/Mike_Nero_(Earth-616),Secret Identity,Neutral Characters,Blue Eyes,White Hair,Male Characters,,Living Characters,2.0,Nov-09,2009.0
10243,682479,Mrs. Zeke (Earth-616),\/Mrs._Zeke_(Earth-616),Public Identity,Bad Characters,Blue Eyes,Blond Hair,Female Characters,,Deceased Characters,2.0,Jan-09,2009.0
10245,509100,Nyssa (Earth-616),\/Nyssa_(Earth-616),Secret Identity,Neutral Characters,Brown Eyes,Black Hair,Female Characters,,Deceased Characters,2.0,Feb-09,2009.0
10246,707668,Sally (Legion Personality) (Earth-616),\/Sally_(Legion_Personality)_(Earth-616),No Dual Identity,Neutral Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,2.0,Sep-09,2009.0
10247,424990,Sean Madrox (Earth-616),\/Sean_Madrox_(Earth-616),Secret Identity,Good Characters,Green Eyes,Brown Hair,Male Characters,,Deceased Characters,2.0,Mar-09,2009.0
10250,505971,Tulem (Earth-616),\/Tulem_(Earth-616),Public Identity,Good Characters,Blue Eyes,White Hair,Male Characters,,Living Characters,2.0,Aug-09,2009.0
10251,188942,Unum (Earth-616),\/Unum_(Earth-616),Secret Identity,Bad Characters,White Eyes,Black Hair,Female Characters,,Living Characters,2.0,Feb-09,2009.0
10258,716571,Ben Morse (Earth-616),\/Ben_Morse_(Earth-616),No Dual Identity,Neutral Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,2.0,Sep-10,2010.0
10262,473753,Dal Damoc (Earth-616),\/Dal_Damoc_(Earth-616),Public Identity,Neutral Characters,Orange Eyes,White Hair,Male Characters,,Living Characters,2.0,May-10,2010.0
10263,387821,Detlef Metzger (Earth-616),\/Detlef_Metzger_(Earth-616),Public Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,2.0,Nov-10,2010.0
10264,594215,Fex (Earth-616),\/Fex_(Earth-616),Public Identity,Bad Characters,Yellow Eyes,Red Hair,Male Characters,,Living Characters,2.0,Nov-10,2010.0
10267,503633,Ignacio Alvarez (Earth-616),\/Ignacio_Alvarez_(Earth-616),Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,2.0,Oct-10,2010.0
10274,514284,Leonard Pimacher (Earth-616),\/Leonard_Pimacher_(Earth-616),Public Identity,Neutral Characters,Hazel Eyes,Blond Hair,Male Characters,,Living Characters,2.0,Sep-10,2010.0
10276,423026,Marc Spector (Clone) (Earth-616),\/Marc_Spector_(Clone)_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,2.0,Nov-10,2010.0
10277,464611,Morda (Earth-616),\/Morda_(Earth-616),Secret Identity,Good Characters,Green Eyes,No Hair,Female Characters,,Deceased Characters,2.0,Oct-10,2010.0
10281,505990,Oudvrou (Earth-616),\/Oudvrou_(Earth-616),Secret Identity,Good Characters,Blue Eyes,White Hair,Female Characters,,Living Characters,2.0,Oct-10,2010.0
10282,315343,Pilli Natu (Earth-616),\/Pilli_Natu_(Earth-616),Public Identity,Bad Characters,Green Eyes,No Hair,Male Characters,,Living Characters,2.0,Jan-10,2010.0
10283,471980,Samuel Ryan (Earth-616),\/Samuel_Ryan_(Earth-616),Public Identity,Neutral Characters,Blue Eyes,Grey Hair,Male Characters,,Deceased Characters,2.0,Dec-10,2010.0
10284,503629,Sofia Alvarez (Earth-616),\/Sofia_Alvarez_(Earth-616),Public Identity,Good Characters,Brown Eyes,Brown Hair,Female Characters,,Living Characters,2.0,Oct-10,2010.0
10285,640666,Teela (Earth-616),\/Teela_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Bald,Female Characters,,Living Characters,2.0,Aug-10,2010.0
10288,326509,Zhang Heng (Earth-616),\/Zhang_Heng_(Earth-616),No Dual Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,2.0,Jun-10,2010.0
10295,624509,Bleeding Image (Legion Personality) (Earth-616),\/Bleeding_Image_(Legion_Personality)_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Bald,Male Characters,,Deceased Characters,2.0,Jul-11,2011.0
10298,521180,Calavera (Earth-616),\/Calavera_(Earth-616),Public Identity,Bad Characters,Black Eyes,White Hair,Male Characters,,Living Characters,2.0,May-11,2011.0
10300,750543,Carlton Kilgore (Earth-616),\/Carlton_Kilgore_(Earth-616),No Dual Identity,Bad Characters,Black Eyes,Black Hair,Male Characters,,Deceased Characters,2.0,Sep-11,2011.0
10305,706535,D.C.1. (A.I.M.) (Earth-616),\/D.C.1._(A.I.M.)_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Bald,Male Characters,,Living Characters,2.0,Jan-11,2011.0
10312,427567,Helen Gable (Earth-616),\/Helen_Gable_(Earth-616),Public Identity,Neutral Characters,Blue Eyes,Red Hair,Female Characters,,Living Characters,2.0,Jan-11,2011.0
10315,509417,Mokk (Earth-616),\/Mokk_(Earth-616),Public Identity,Bad Characters,Orange Eyes,No Hair,Male Characters,,Living Characters,2.0,Jul-11,2011.0
10316,480520,Mr. Macik (Earth-616),\/Mr._Macik_(Earth-616),Public Identity,Good Characters,Brown Eyes,Grey Hair,Male Characters,,Living Characters,2.0,Aug-11,2011.0
10317,480521,Mrs. Macik (Earth-616),\/Mrs._Macik_(Earth-616),Public Identity,Good Characters,Brown Eyes,Brown Hair,Female Characters,,Living Characters,2.0,Aug-11,2011.0
10318,503443,Navee Moshtaghi (Earth-616),\/Navee_Moshtaghi_(Earth-616),Public Identity,Neutral Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,2.0,Jul-11,2011.0
10322,400954,Redshirt (Earth-616),\/Redshirt_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,,Deceased Characters,2.0,Jan-11,2011.0
10324,487110,Sally Roland (Earth-616),\/Sally_Roland_(Earth-616),Public Identity,Bad Characters,Blue Eyes,Red Hair,Female Characters,,Deceased Characters,2.0,Nov-11,2011.0
10325,503981,Sigmund (Earth-616),\/Sigmund_(Earth-616),Public Identity,Good Characters,Brown Eyes,Bald,Male Characters,,Deceased Characters,2.0,Aug-11,2011.0
10329,440187,Xirdal (Earth-616),\/Xirdal_(Earth-616),Public Identity,Bad Characters,Yellow Eyes,No Hair,Female Characters,,Deceased Characters,2.0,Jan-11,2011.0
10330,471979,Young Soo Pock (Earth-616),\/Young_Soo_Pock_(Earth-616),Secret Identity,Neutral Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,2.0,May-11,2011.0
10331,420437,Yruku (Earth-616),\/Yruku_(Earth-616),Secret Identity,Neutral Characters,Yellow Eyes,Bald,Male Characters,,Living Characters,2.0,Feb-11,2011.0
10333,635657,Buzzkill (Andrew) (Earth-616),\/Buzzkill_(Andrew)_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,,Deceased Characters,2.0,Jul-12,2012.0
10335,635653,Far Sight (Earth-616),\/Far_Sight_(Earth-616),Secret Identity,Good Characters,Green Eyes,Red Hair,Male Characters,,Deceased Characters,2.0,Jul-12,2012.0
10338,571162,General Whedon (Earth-616),\/General_Whedon_(Earth-616),Public Identity,Neutral Characters,Hazel Eyes,Brown Hair,Male Characters,,Living Characters,2.0,May-12,2012.0
10340,570449,Ister (Earth-616),\/Ister_(Earth-616),Secret Identity,Neutral Characters,Black Eyes,Bald,Male Characters,,Deceased Characters,2.0,Aug-12,2012.0
10344,511229,Mortimer Toynbee (Clone) (Earth-616),\/Mortimer_Toynbee_(Clone)_(Earth-616),Secret Identity,Bad Characters,Black Eyes,Brown Hair,Male Characters,,Deceased Characters,2.0,Jan-12,2012.0
10347,540285,Robyn Hood (Earth-616),\/Robyn_Hood_(Earth-616),Secret Identity,Neutral Characters,Brown Eyes,Red Hair,Female Characters,,Living Characters,2.0,Sep-12,2012.0
10354,697634,Hobgoblin (Claude) (Earth-616),\/Hobgoblin_(Claude)_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Deceased Characters,2.0,Jan-13,2013.0
10355,606303,James Cole (Earth-616),\/James_Cole_(Earth-616),Secret Identity,Neutral Characters,Brown Eyes,Bald,Male Characters,,Living Characters,2.0,Mar-13,2013.0
10356,609166,Kingdom (Earth-616),\/Kingdom_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Deceased Characters,2.0,Jun-13,2013.0
10357,606282,Martin Helling (Earth-616),\/Martin_Helling_(Earth-616),Secret Identity,Neutral Characters,Hazel Eyes,Blond Hair,Male Characters,,Living Characters,2.0,Mar-13,2013.0
10358,606310,Mass (Freedom Force) (Earth-616),\/Mass_(Freedom_Force)_(Earth-616),Secret Identity,Neutral Characters,Black Eyes,Red Hair,Male Characters,,Living Characters,2.0,Mar-13,2013.0
10361,670502,Mycolojester (Legion Personality) (Earth-616),\/Mycolojester_(Legion_Personality)_(Earth-616),Secret Identity,Neutral Characters,Black Eyes,No Hair,,,Living Characters,2.0,Apr-13,2013.0
10365,606328,Shift (Freedom Force) (Earth-616),\/Shift_(Freedom_Force)_(Earth-616),Secret Identity,Neutral Characters,Brown Eyes,Bald,Male Characters,,Living Characters,2.0,Mar-13,2013.0
10366,583485,Veritina (Earth-616),\/Veritina_(Earth-616),No Dual Identity,Neutral Characters,Blue Eyes,No Hair,Female Characters,,Deceased Characters,2.0,Apr-13,2013.0
10367,609270,Wendigo (Omega Flight) (Earth-616),\/Wendigo_(Omega_Flight)_(Earth-616),Secret Identity,Good Characters,White Eyes,White Hair,Male Characters,,Deceased Characters,2.0,Jun-13,2013.0
10546,437867,Diane Carson (Earth-616),\/Diane_Carson_(Earth-616),Public Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,1.0,Jan-40,1940.0
10561,448489,Green Terror (3Xs Foe) (Earth-616),\/Green_Terror_(3Xs_Foe)_(Earth-616),Secret Identity,Bad Characters,Green Eyes,Green Hair,Male Characters,,Living Characters,1.0,Mar-40,1940.0
